,Requested_artist,Suggested_artist,Match_strength
535,499.0,1854.0,0.1044776119402985
120,499.0,498.0,0.09649122807017543
365,499.0,371.0,0.09615384615384616
3683,499.0,405.0,0.09302325581395349
30,500.0,1672.0,0.26666666666666666
1010,500.0,1180.0,0.24615384615384617
272,500.0,808.0,0.2125
330,500.0,2940.0,0.17307692307692307
242,500.0,816.0,0.16279069767441862
6310,501.0,6605.0,0.1111111111111111
1958,501.0,3078.0,0.10714285714285714
264,501.0,412.0,0.10588235294117647
1665,501.0,6594.0,0.10526315789473684
587,501.0,4177.0,0.0967741935483871
7666,502.0,1683.0,0.5
8003,502.0,10317.0,0.5
5214,502.0,15184.0,0.5
3692,502.0,15183.0,0.5
5387,502.0,2949.0,0.5
2037,503.0,821.0,0.18
2066,503.0,812.0,0.18
2246,503.0,806.0,0.16
157,503.0,188.0,0.1566265060240964
152,503.0,923.0,0.15625
986,504.0,1914.0,0.15384615384615385
276,504.0,488.0,0.11235955056179775
344,504.0,500.0,0.10975609756097561
714,504.0,978.0,0.1095890410958904
30,504.0,1672.0,0.10576923076923077
8930,505.0,12775.0,0.5
5107,505.0,2948.0,0.5
8700,505.0,10310.0,0.5
8933,505.0,1925.0,0.5
9047,505.0,357.0,0.5
1907,506.0,3405.0,0.22580645161290322
237,506.0,2006.0,0.21052631578947367
295,506.0,370.0,0.20454545454545456
157,506.0,188.0,0.18571428571428572
2598,506.0,3416.0,0.15625
402,507.0,1197.0,0.2777777777777778
4199,507.0,4099.0,0.15384615384615385
1864,507.0,6837.0,0.15384615384615385
4277,507.0,8464.0,0.15384615384615385
697,507.0,9761.0,0.14285714285714285
8086,508.0,9788.0,1.0
9696,508.0,9789.0,1.0
6249,508.0,7712.0,1.0
3783,508.0,3833.0,0.3333333333333333
2140,508.0,4375.0,0.3333333333333333
4129,510.0,8727.0,0.18181818181818182
7406,510.0,12692.0,0.18181818181818182
2535,510.0,1855.0,0.16666666666666666
3425,510.0,7756.0,0.15384615384615385
4418,510.0,1867.0,0.15384615384615385
193,511.0,715.0,0.15517241379310345
442,511.0,533.0,0.1377245508982036
17,511.0,65.0,0.12704918032786885
112,511.0,72.0,0.12167300380228137
380,511.0,182.0,0.1037037037037037
216,512.0,517.0,0.17105263157894737
546,512.0,1118.0,0.15942028985507245
441,512.0,1131.0,0.1388888888888889
234,512.0,233.0,0.1271186440677966
991,512.0,1974.0,0.12307692307692308
1819,514.0,804.0,0.25
7947,514.0,826.0,0.2222222222222222
1366,514.0,3719.0,0.2
3901,514.0,811.0,0.1875
1493,514.0,818.0,0.17647058823529413
1038,515.0,1069.0,0.25
4530,515.0,9144.0,0.25
6546,515.0,12668.0,0.18181818181818182
664,515.0,2.0,0.17647058823529413
1937,515.0,1534.0,0.17391304347826086
1693,516.0,2143.0,0.18181818181818182
370,516.0,810.0,0.15
6819,516.0,16011.0,0.14285714285714285
7802,516.0,2382.0,0.14285714285714285
7044,516.0,7636.0,0.14285714285714285
198,517.0,512.0,0.17105263157894737
1127,517.0,489.0,0.16666666666666666
387,517.0,843.0,0.13043478260869565
273,517.0,1044.0,0.13043478260869565
372,517.0,198.0,0.12396694214876033
445,518.0,930.0,0.2625
1487,518.0,955.0,0.2549019607843137
1073,518.0,2014.0,0.22033898305084745
156,518.0,1114.0,0.14545454545454545
481,518.0,378.0,0.13445378151260504
1501,519.0,7639.0,0.25
2913,519.0,2956.0,0.25
2828,519.0,3240.0,0.25
1371,519.0,1859.0,0.21428571428571427
2248,519.0,8350.0,0.2
8840,521.0,3683.0,0.3333333333333333
7052,521.0,15443.0,0.3333333333333333
8619,521.0,1050.0,0.3333333333333333
7280,521.0,1049.0,0.3333333333333333
5071,521.0,315.0,0.25
2324,522.0,39.0,0.2
7746,522.0,16964.0,0.16666666666666666
7840,522.0,16965.0,0.16666666666666666
8036,522.0,16966.0,0.16666666666666666
3932,522.0,1086.0,0.16666666666666666
57,523.0,318.0,0.20689655172413793
66,523.0,325.0,0.14583333333333334
600,523.0,908.0,0.14545454545454545
536,523.0,646.0,0.13559322033898305
1881,523.0,349.0,0.12121212121212122
2978,524.0,1678.0,0.125
7949,524.0,10964.0,0.10526315789473684
7267,524.0,6448.0,0.1
353,524.0,1037.0,0.09523809523809523
3960,524.0,6543.0,0.09090909090909091
170,525.0,310.0,0.12857142857142856
2090,525.0,320.0,0.1
2412,525.0,311.0,0.1
89,525.0,285.0,0.0967741935483871
1881,525.0,349.0,0.09411764705882353
1201,526.0,532.0,0.13636363636363635
1461,526.0,703.0,0.12280701754385964
2175,526.0,4704.0,0.12121212121212122
4475,526.0,895.0,0.11538461538461539
1688,526.0,5149.0,0.1111111111111111
3203,527.0,1613.0,0.21052631578947367
4537,527.0,330.0,0.2
892,527.0,331.0,0.15873015873015872
319,527.0,2179.0,0.13333333333333333
1272,527.0,2906.0,0.13043478260869565
1909,528.0,352.0,0.15254237288135594
456,528.0,704.0,0.11627906976744186
88,528.0,466.0,0.10880829015544041
2551,528.0,1032.0,0.10204081632653061
122,528.0,333.0,0.09803921568627451
44,529.0,3316.0,0.2857142857142857
7841,529.0,13294.0,0.25
8694,529.0,224.0,0.25
9715,529.0,13297.0,0.25
5943,529.0,1065.0,0.25
3691,530.0,3288.0,0.2222222222222222
7005,530.0,8020.0,0.2
5762,530.0,13008.0,0.2
5349,530.0,4770.0,0.2
8886,530.0,8022.0,0.2
6200,531.0,4564.0,0.2
177,531.0,4707.0,0.16666666666666666
2687,531.0,4562.0,0.125
2747,531.0,5268.0,0.1111111111111111
8948,531.0,8742.0,0.1111111111111111
1076,532.0,548.0,0.1509433962264151
1409,532.0,526.0,0.13636363636363635
2175,532.0,4704.0,0.12121212121212122
4475,532.0,895.0,0.11538461538461539
3364,532.0,530.0,0.1111111111111111
25,533.0,207.0,0.20535714285714285
69,533.0,229.0,0.2
199,533.0,424.0,0.18888888888888888
693,533.0,969.0,0.14728682170542637
78,533.0,154.0,0.13968253968253969
3261,534.0,696.0,0.1
4187,534.0,2176.0,0.08571428571428572
133,534.0,71.0,0.08333333333333333
872,534.0,525.0,0.07317073170731707
633,534.0,1505.0,0.07142857142857142
60,535.0,906.0,0.14583333333333334
1523,535.0,323.0,0.11764705882352941
1909,535.0,352.0,0.1111111111111111
22,535.0,55.0,0.10191082802547771
196,535.0,792.0,0.09375
713,536.0,1186.0,0.15492957746478872
118,536.0,209.0,0.1523809523809524
206,536.0,1246.0,0.1411764705882353
30,536.0,1672.0,0.13402061855670103
363,536.0,1185.0,0.12962962962962962
554,537.0,4262.0,0.2037037037037037
118,537.0,209.0,0.18269230769230768
206,537.0,1246.0,0.13793103448275862
313,537.0,540.0,0.13541666666666666
242,537.0,816.0,0.12643678160919541
527,538.0,1377.0,0.09230769230769231
571,538.0,1375.0,0.08888888888888889
1554,538.0,966.0,0.0875
4187,538.0,2176.0,0.08333333333333333
2361,538.0,324.0,0.0821917808219178
868,539.0,420.0,0.16
5339,539.0,7660.0,0.15384615384615385
1068,539.0,8707.0,0.13333333333333333
3550,539.0,5925.0,0.11764705882352941
3034,539.0,3747.0,0.11764705882352941
206,540.0,1246.0,0.24489795918367346
118,540.0,209.0,0.23728813559322035
264,540.0,412.0,0.18333333333333332
244,540.0,537.0,0.13541666666666666
642,540.0,403.0,0.1348314606741573
8948,541.0,8742.0,0.3333333333333333
2747,541.0,5268.0,0.3333333333333333
4178,541.0,7413.0,0.3333333333333333
7179,541.0,13219.0,0.3333333333333333
1858,541.0,7412.0,0.3333333333333333
1191,542.0,5594.0,0.12
880,542.0,4474.0,0.11538461538461539
2990,542.0,2080.0,0.10810810810810811
1308,542.0,3378.0,0.0967741935483871
1100,542.0,1045.0,0.09615384615384616
1215,543.0,314.0,0.13043478260869565
513,543.0,1451.0,0.125
221,543.0,299.0,0.11627906976744186
115,543.0,2020.0,0.10526315789473684
1881,543.0,349.0,0.0963855421686747
383,544.0,802.0,0.1
581,544.0,306.0,0.09917355371900827
88,544.0,466.0,0.0966183574879227
1066,544.0,1042.0,0.08928571428571429
1523,544.0,323.0,0.08333333333333333
5403,545.0,5988.0,0.2222222222222222
2468,545.0,18121.0,0.16666666666666666
5053,545.0,1449.0,0.16666666666666666
9726,545.0,18125.0,0.16666666666666666
6832,545.0,10987.0,0.16666666666666666
485,546.0,3200.0,0.17647058823529413
1873,546.0,3730.0,0.16129032258064516
215,546.0,903.0,0.10112359550561797
3691,546.0,3288.0,0.0967741935483871
1114,546.0,298.0,0.09433962264150944
1978,547.0,2242.0,0.15384615384615385
1845,547.0,2923.0,0.14705882352941177
891,547.0,331.0,0.11764705882352941
3203,547.0,1613.0,0.11363636363636363
1535,547.0,527.0,0.10256410256410256
806,548.0,689.0,0.1650485436893204
2549,548.0,2521.0,0.15873015873015872
1200,548.0,532.0,0.1509433962264151
1416,548.0,690.0,0.13043478260869565
692,548.0,1934.0,0.13043478260869565
3076,549.0,553.0,0.5
3225,549.0,555.0,0.5
4389,549.0,560.0,0.5
2667,549.0,5469.0,0.5
3573,549.0,557.0,0.5
2982,550.0,551.0,1.0
7938,550.0,568.0,1.0
4242,550.0,558.0,1.0
3573,550.0,557.0,1.0
8680,550.0,571.0,1.0
3225,551.0,555.0,1.0
2991,551.0,552.0,1.0
5468,551.0,561.0,1.0
4324,551.0,559.0,1.0
4389,551.0,560.0,1.0
3225,552.0,555.0,1.0
2360,552.0,550.0,1.0
5468,552.0,561.0,1.0
4389,552.0,560.0,1.0
4324,552.0,559.0,1.0
4324,553.0,559.0,1.0
3225,553.0,555.0,1.0
5468,553.0,561.0,1.0
3573,553.0,557.0,1.0
3525,553.0,556.0,1.0
189,554.0,562.0,0.14925373134328357
76,554.0,735.0,0.14285714285714285
1902,554.0,1416.0,0.1282051282051282
832,554.0,3774.0,0.12121212121212122
1832,554.0,863.0,0.12
4324,555.0,559.0,1.0
2360,555.0,550.0,1.0
4242,555.0,558.0,1.0
3573,555.0,557.0,1.0
5468,555.0,561.0,1.0
4324,556.0,559.0,1.0
10175,556.0,579.0,1.0
7938,556.0,568.0,1.0
8680,556.0,571.0,1.0
4389,556.0,560.0,1.0
4324,557.0,559.0,1.0
4242,557.0,558.0,1.0
10175,557.0,579.0,1.0
5468,557.0,561.0,1.0
4389,557.0,560.0,1.0
4324,558.0,559.0,1.0
5468,558.0,561.0,1.0
2360,558.0,550.0,1.0
3526,558.0,556.0,1.0
2992,558.0,552.0,1.0
10175,559.0,579.0,1.0
4243,559.0,558.0,1.0
7938,559.0,568.0,1.0
3526,559.0,556.0,1.0
2983,559.0,551.0,1.0
3077,560.0,553.0,1.0
3574,560.0,557.0,1.0
10175,560.0,579.0,1.0
8680,560.0,571.0,1.0
2360,560.0,550.0,1.0
2983,561.0,551.0,1.0
3226,561.0,555.0,1.0
2992,561.0,552.0,1.0
3526,561.0,556.0,1.0
7938,561.0,568.0,1.0
77,562.0,735.0,0.18556701030927836
59,562.0,1412.0,0.1791044776119403
87,562.0,868.0,0.17142857142857143
56,562.0,554.0,0.14925373134328357
123,562.0,163.0,0.14207650273224043
4324,563.0,559.0,0.5
5156,563.0,11426.0,0.5
4242,563.0,558.0,0.5
6639,563.0,11427.0,0.5
5468,563.0,561.0,0.5
6350,564.0,574.0,1.0
8680,564.0,571.0,0.5
5850,564.0,8814.0,0.5
5469,564.0,561.0,0.5
4243,564.0,558.0,0.5
1616,565.0,580.0,0.6428571428571429
1133,565.0,7056.0,0.5
2663,565.0,583.0,0.5
1175,565.0,581.0,0.45454545454545453
774,565.0,2894.0,0.42857142857142855
3574,566.0,557.0,0.5
6803,566.0,17708.0,0.5
6497,566.0,17707.0,0.5
6499,566.0,17706.0,0.5
3226,566.0,555.0,0.5
2002,567.0,10392.0,0.3333333333333333
1175,567.0,581.0,0.2222222222222222
499,567.0,576.0,0.18181818181818182
2360,567.0,550.0,0.16666666666666666
7098,567.0,3343.0,0.16666666666666666
4325,568.0,559.0,1.0
10175,568.0,579.0,1.0
2360,568.0,550.0,1.0
3574,568.0,557.0,1.0
5469,568.0,561.0,1.0
9608,569.0,13371.0,0.25
3467,569.0,18098.0,0.25
8141,569.0,18106.0,0.25
10000,569.0,1628.0,0.25
2360,569.0,550.0,0.25
2360,570.0,550.0,0.5
7707,570.0,1225.0,0.5
2992,570.0,552.0,0.5
4390,570.0,560.0,0.5
7939,570.0,568.0,0.5
4390,571.0,560.0,1.0
3226,571.0,555.0,1.0
3574,571.0,557.0,1.0
2992,571.0,552.0,1.0
7939,571.0,568.0,1.0
1175,572.0,581.0,0.3333333333333333
1613,572.0,565.0,0.29411764705882354
1616,572.0,580.0,0.2777777777777778
774,572.0,2894.0,0.25
2663,572.0,583.0,0.23529411764705882
3054,573.0,13388.0,0.3333333333333333
7938,573.0,568.0,0.3333333333333333
2360,573.0,550.0,0.3333333333333333
938,573.0,18371.0,0.3333333333333333
5468,573.0,561.0,0.3333333333333333
7325,574.0,564.0,1.0
2992,574.0,552.0,0.5
5850,574.0,8814.0,0.5
2808,574.0,584.0,0.5
3226,574.0,555.0,0.5
7408,575.0,10133.0,0.2857142857142857
3551,575.0,2458.0,0.25
2895,575.0,4495.0,0.2
621,575.0,1833.0,0.16666666666666666
8680,575.0,571.0,0.14285714285714285
5851,576.0,1826.0,0.25
949,576.0,1427.0,0.2222222222222222
2910,576.0,1820.0,0.2
1174,576.0,581.0,0.2
4670,576.0,567.0,0.18181818181818182
3077,577.0,553.0,0.5
2360,577.0,550.0,0.5
2983,577.0,551.0,0.5
5883,577.0,14018.0,0.5
3574,577.0,557.0,0.5
9432,578.0,1211.0,0.2
3525,578.0,556.0,0.2
5550,578.0,12118.0,0.2
2458,578.0,6831.0,0.2
6460,578.0,12120.0,0.2
4325,579.0,559.0,1.0
4243,579.0,558.0,1.0
3574,579.0,557.0,1.0
7939,579.0,568.0,1.0
5469,579.0,561.0,1.0
2663,580.0,583.0,0.6923076923076923
1614,580.0,565.0,0.6428571428571429
1133,580.0,7056.0,0.5714285714285714
774,580.0,2894.0,0.5
3111,580.0,2896.0,0.5
2024,581.0,8805.0,0.6
1613,581.0,565.0,0.45454545454545453
4929,581.0,8123.0,0.42857142857142855
1616,581.0,580.0,0.4166666666666667
774,581.0,2894.0,0.4
9440,582.0,12055.0,0.5
3037,582.0,12052.0,0.5
5278,582.0,12057.0,0.5
9526,582.0,13269.0,0.5
9476,582.0,12056.0,0.5
1617,583.0,580.0,0.6923076923076923
3111,583.0,2896.0,0.6
1133,583.0,7056.0,0.5384615384615384
1614,583.0,565.0,0.5
774,583.0,2894.0,0.46153846153846156
8223,584.0,8817.0,1.0
4907,584.0,8811.0,1.0
9556,584.0,8820.0,1.0
5248,584.0,8812.0,1.0
5849,584.0,8814.0,1.0
2295,585.0,14124.0,0.16666666666666666
4941,585.0,16286.0,0.16666666666666666
3443,585.0,16281.0,0.16666666666666666
3444,585.0,4724.0,0.16666666666666666
6664,585.0,2459.0,0.16666666666666666
2283,586.0,1232.0,1.0
3921,586.0,3001.0,1.0
2050,586.0,2993.0,1.0
1224,586.0,2992.0,1.0
2287,586.0,2994.0,1.0
2958,588.0,2998.0,1.0
6492,588.0,3008.0,1.0
8017,588.0,3017.0,1.0
2288,588.0,2995.0,1.0
2287,588.0,2994.0,1.0
6391,591.0,7121.0,1.0
5780,591.0,7120.0,1.0
2492,591.0,7119.0,0.3333333333333333
1569,591.0,1146.0,0.2
4387,591.0,3863.0,0.2
1624,592.0,12736.0,0.4
3079,592.0,12729.0,0.2
3930,592.0,8954.0,0.2
8222,592.0,12734.0,0.2
9560,592.0,12737.0,0.2
327,599.0,159.0,0.1583710407239819
9,599.0,227.0,0.1421188630490956
467,599.0,429.0,0.13218390804597702
111,599.0,72.0,0.13028169014084506
82,599.0,441.0,0.12716763005780346
8768,600.0,623.0,1.0
8113,600.0,624.0,0.5
5091,600.0,608.0,0.5
5260,600.0,611.0,0.3333333333333333
2127,600.0,625.0,0.3333333333333333
1571,601.0,77.0,0.16
9224,601.0,8992.0,0.13333333333333333
1428,601.0,5254.0,0.11764705882352941
2910,601.0,1820.0,0.1111111111111111
949,601.0,1427.0,0.1111111111111111
1539,602.0,205.0,0.19230769230769232
439,602.0,622.0,0.1836734693877551
418,602.0,606.0,0.1724137931034483
283,602.0,3258.0,0.16666666666666666
3664,602.0,445.0,0.14285714285714285
1478,603.0,616.0,0.2564102564102564
356,603.0,2667.0,0.2558139534883721
413,603.0,744.0,0.24444444444444444
235,603.0,1222.0,0.24390243902439024
53,603.0,748.0,0.23684210526315788
421,604.0,6217.0,0.12195121951219512
283,604.0,3258.0,0.09615384615384616
439,604.0,622.0,0.08955223880597014
1399,604.0,3026.0,0.08823529411764706
544,604.0,1109.0,0.08695652173913043
821,605.0,1979.0,0.11538461538461539
5956,605.0,5600.0,0.1
1510,605.0,276.0,0.1
2407,605.0,1636.0,0.09523809523809523
965,605.0,2698.0,0.09090909090909091
1094,606.0,602.0,0.1724137931034483
5094,606.0,14065.0,0.13333333333333333
5630,606.0,11801.0,0.13333333333333333
2013,606.0,6204.0,0.11764705882352941
1225,606.0,1519.0,0.1111111111111111
832,607.0,3774.0,0.25
85,607.0,1372.0,0.23404255319148937
788,607.0,4675.0,0.23076923076923078
1844,607.0,3888.0,0.21052631578947367
3258,607.0,2855.0,0.19230769230769232
5260,608.0,611.0,0.6666666666666666
1470,608.0,600.0,0.5
6013,608.0,16054.0,0.5
8768,608.0,623.0,0.5
565,608.0,10202.0,0.5
863,609.0,1957.0,0.12903225806451613
1541,609.0,613.0,0.125
5091,609.0,608.0,0.10526315789473684
1894,609.0,215.0,0.10526315789473684
5260,609.0,611.0,0.1
1541,610.0,613.0,0.29411764705882354
2501,610.0,11652.0,0.21428571428571427
2680,610.0,11655.0,0.14285714285714285
1747,610.0,3004.0,0.13333333333333333
2127,610.0,625.0,0.13333333333333333
5092,611.0,608.0,0.6666666666666666
4020,611.0,4064.0,0.4
2927,611.0,6825.0,0.3333333333333333
3249,611.0,16053.0,0.3333333333333333
6625,611.0,6828.0,0.3333333333333333
5260,612.0,611.0,0.14285714285714285
4496,612.0,9469.0,0.14285714285714285
3433,612.0,985.0,0.10714285714285714
3045,612.0,6910.0,0.10526315789473684
2143,612.0,219.0,0.10526315789473684
1747,613.0,3004.0,0.375
2501,613.0,11652.0,0.375
262,613.0,610.0,0.29411764705882354
4164,613.0,12115.0,0.25
2680,613.0,11655.0,0.25
473,614.0,854.0,0.20652173913043478
441,614.0,1131.0,0.13829787234042554
963,614.0,1119.0,0.13253012048192772
709,614.0,964.0,0.13095238095238096
61,614.0,226.0,0.1282051282051282
61,615.0,195.0,0.2542372881355932
64,615.0,618.0,0.14634146341463414
1237,615.0,4079.0,0.1206896551724138
815,615.0,199.0,0.11818181818181818
193,615.0,1424.0,0.11594202898550725
2154,616.0,2669.0,0.4166666666666667
430,616.0,2673.0,0.4117647058823529
1098,616.0,772.0,0.35714285714285715
2303,616.0,2671.0,0.3333333333333333
1545,616.0,2668.0,0.3333333333333333
2407,617.0,1636.0,0.2857142857142857
966,617.0,1614.0,0.23076923076923078
969,617.0,3227.0,0.22727272727272727
310,617.0,267.0,0.22727272727272727
1310,617.0,1959.0,0.21428571428571427
62,618.0,195.0,0.15151515151515152
46,618.0,615.0,0.14634146341463414
1184,618.0,629.0,0.14516129032258066
15,618.0,217.0,0.11570247933884298
467,618.0,429.0,0.11016949152542373
1670,619.0,2903.0,0.2222222222222222
5811,619.0,9912.0,0.2222222222222222
5418,619.0,2931.0,0.2
4910,619.0,11753.0,0.2
1293,619.0,1610.0,0.2
269,620.0,203.0,0.1724137931034483
2237,620.0,1888.0,0.13636363636363635
2763,620.0,12724.0,0.125
622,620.0,13416.0,0.125
4982,620.0,12165.0,0.11764705882352941
50,621.0,1418.0,0.175
977,621.0,632.0,0.17073170731707318
1542,621.0,1731.0,0.16
2915,621.0,1965.0,0.13636363636363635
3178,621.0,103.0,0.13043478260869565
2883,622.0,211.0,0.2619047619047619
1591,622.0,3693.0,0.24444444444444444
398,622.0,440.0,0.22950819672131148
1094,622.0,602.0,0.1836734693877551
1161,622.0,433.0,0.18
1470,623.0,600.0,1.0
5092,623.0,608.0,0.5
8114,623.0,624.0,0.5
2128,623.0,625.0,0.3333333333333333
5261,623.0,611.0,0.3333333333333333
4666,624.0,6136.0,0.5
8768,624.0,623.0,0.5
9260,624.0,6142.0,0.5
8127,624.0,6141.0,0.5
10188,624.0,6143.0,0.5
1749,625.0,11647.0,0.3333333333333333
748,625.0,11645.0,0.3333333333333333
3667,625.0,11659.0,0.3333333333333333
7580,625.0,11675.0,0.3333333333333333
6895,625.0,11672.0,0.3333333333333333
2833,626.0,17866.0,1.0
7201,626.0,17870.0,1.0
3199,626.0,17867.0,1.0
5370,626.0,17869.0,1.0
7734,626.0,17872.0,1.0
6137,627.0,1848.0,0.25
4180,627.0,1829.0,0.2222222222222222
2361,627.0,1844.0,0.2
2437,627.0,3992.0,0.18181818181818182
3347,627.0,17511.0,0.14285714285714285
398,629.0,440.0,0.1568627450980392
439,629.0,622.0,0.14814814814814814
1632,629.0,2402.0,0.14814814814814814
65,629.0,618.0,0.14516129032258066
282,629.0,1964.0,0.13513513513513514
3011,630.0,4532.0,0.125
43,630.0,212.0,0.11764705882352941
92,630.0,734.0,0.11627906976744186
431,630.0,718.0,0.09615384615384616
901,630.0,235.0,0.09375
7768,631.0,2477.0,0.2222222222222222
4899,631.0,27.0,0.2222222222222222
786,631.0,10162.0,0.2
2624,631.0,2472.0,0.2
415,631.0,2026.0,0.2
50,632.0,1418.0,0.2857142857142857
525,632.0,162.0,0.20754716981132076
1210,632.0,621.0,0.17073170731707318
382,632.0,444.0,0.16666666666666666
2125,632.0,763.0,0.16666666666666666
3160,633.0,10891.0,1.0
2256,633.0,18354.0,1.0
8601,633.0,18361.0,1.0
2670,633.0,18357.0,1.0
9073,633.0,18362.0,1.0
4741,634.0,647.0,1.0
7106,634.0,653.0,1.0
6272,634.0,650.0,1.0
8818,634.0,658.0,1.0
3679,634.0,643.0,1.0
4741,635.0,647.0,0.25
2633,635.0,639.0,0.25
7106,635.0,653.0,0.25
4666,635.0,645.0,0.25
7755,635.0,656.0,0.25
4741,636.0,647.0,1.0
7106,636.0,653.0,1.0
6272,636.0,650.0,1.0
8818,636.0,658.0,1.0
3679,636.0,643.0,1.0
8907,637.0,6517.0,0.25
5018,637.0,676.0,0.25
8349,637.0,9234.0,0.25
3679,637.0,643.0,0.25
6303,637.0,651.0,0.25
4436,638.0,652.0,0.6666666666666666
7106,638.0,653.0,0.3333333333333333
3679,638.0,643.0,0.3333333333333333
607,638.0,634.0,0.3333333333333333
3360,638.0,642.0,0.3333333333333333
4741,639.0,647.0,1.0
7106,639.0,653.0,1.0
6272,639.0,650.0,1.0
8818,639.0,658.0,1.0
3679,639.0,643.0,1.0
607,640.0,634.0,0.5
9124,640.0,659.0,0.5
8818,640.0,658.0,0.5
7255,640.0,9652.0,0.5
5089,640.0,648.0,0.5
237,641.0,2390.0,0.2
4484,641.0,7846.0,0.17647058823529413
1135,641.0,5249.0,0.15789473684210525
1117,641.0,161.0,0.13333333333333333
3190,641.0,2391.0,0.13333333333333333
4741,642.0,647.0,1.0
8818,642.0,658.0,1.0
607,642.0,634.0,1.0
2634,642.0,639.0,1.0
9124,642.0,659.0,1.0
4666,643.0,645.0,1.0
6061,643.0,649.0,1.0
6303,643.0,651.0,1.0
8818,643.0,658.0,1.0
7607,643.0,654.0,1.0
2633,644.0,639.0,0.16666666666666666
5455,644.0,18122.0,0.16666666666666666
8954,644.0,18270.0,0.16666666666666666
5819,644.0,6691.0,0.16666666666666666
9293,644.0,4766.0,0.16666666666666666
6303,645.0,651.0,1.0
9124,645.0,659.0,1.0
7607,645.0,654.0,1.0
7106,645.0,653.0,1.0
7755,645.0,656.0,1.0
503,646.0,1428.0,0.20833333333333334
383,646.0,802.0,0.1891891891891892
166,646.0,523.0,0.13559322033898305
6090,646.0,1429.0,0.11538461538461539
385,646.0,2548.0,0.10344827586206896
4667,647.0,645.0,1.0
3361,647.0,642.0,1.0
6303,647.0,651.0,1.0
7607,647.0,654.0,1.0
7106,647.0,653.0,1.0
4667,648.0,645.0,1.0
1564,648.0,636.0,1.0
7606,648.0,655.0,1.0
7106,648.0,653.0,1.0
7607,648.0,654.0,1.0
6303,649.0,651.0,1.0
4742,649.0,647.0,1.0
3680,649.0,643.0,1.0
7106,649.0,653.0,1.0
7607,649.0,654.0,1.0
4742,650.0,647.0,1.0
8818,650.0,658.0,1.0
607,650.0,634.0,1.0
2634,650.0,639.0,1.0
9124,650.0,659.0,1.0
4742,651.0,647.0,1.0
7607,651.0,654.0,1.0
3361,651.0,642.0,1.0
7755,651.0,656.0,1.0
5090,651.0,648.0,1.0
2366,652.0,638.0,0.6666666666666666
2931,652.0,8367.0,0.5
5089,652.0,648.0,0.5
7755,652.0,656.0,0.5
7607,652.0,654.0,0.5
4667,653.0,645.0,1.0
8818,653.0,658.0,1.0
4742,653.0,647.0,1.0
7607,653.0,654.0,1.0
7606,653.0,655.0,1.0
4742,654.0,647.0,1.0
4667,654.0,645.0,1.0
8818,654.0,658.0,1.0
7607,654.0,655.0,1.0
7107,654.0,653.0,1.0
4742,655.0,647.0,1.0
4667,655.0,645.0,1.0
8818,655.0,658.0,1.0
7607,655.0,654.0,1.0
7107,655.0,653.0,1.0
4667,656.0,645.0,1.0
4742,656.0,647.0,1.0
7608,656.0,654.0,1.0
6304,656.0,651.0,1.0
7607,656.0,655.0,1.0
7897,657.0,15348.0,0.3333333333333333
3406,657.0,18452.0,0.3333333333333333
2634,657.0,639.0,0.3333333333333333
1116,657.0,16427.0,0.3333333333333333
3680,657.0,643.0,0.3333333333333333
4742,658.0,647.0,1.0
3680,658.0,643.0,1.0
7608,658.0,654.0,1.0
7607,658.0,655.0,1.0
7107,658.0,653.0,1.0
4742,659.0,647.0,1.0
6062,659.0,649.0,1.0
3680,659.0,643.0,1.0
7608,659.0,654.0,1.0
8819,659.0,658.0,1.0
9005,660.0,7656.0,0.5
2033,660.0,15347.0,0.5
7896,660.0,15348.0,0.5
8164,660.0,15349.0,0.5
8806,660.0,15350.0,0.5
1248,669.0,8718.0,0.2
6260,669.0,9028.0,0.14285714285714285
4939,669.0,9024.0,0.14285714285714285
6834,669.0,9031.0,0.14285714285714285
6601,669.0,9029.0,0.14285714285714285
1387,674.0,354.0,0.16666666666666666
1247,674.0,8718.0,0.15384615384615385
7350,674.0,5977.0,0.1
1305,674.0,6858.0,0.1
8950,674.0,4256.0,0.1
8907,676.0,6517.0,1.0
2592,676.0,18548.0,1.0
7019,676.0,10074.0,1.0
9683,676.0,18549.0,1.0
8675,676.0,8290.0,1.0
8876,677.0,13281.0,1.0
6291,677.0,10691.0,0.5
3672,677.0,3503.0,0.25
3354,677.0,3173.0,0.14285714285714285
3026,677.0,4716.0,0.125
138,679.0,300.0,0.24169184290030213
4,679.0,289.0,0.22045454545454546
19,679.0,89.0,0.21645021645021645
121,679.0,288.0,0.20689655172413793
88,679.0,466.0,0.20430107526881722
897,680.0,1684.0,0.12962962962962962
456,680.0,704.0,0.1276595744680851
111,680.0,486.0,0.11278195488721804
122,680.0,333.0,0.10900473933649289
120,680.0,498.0,0.10683760683760683
66,681.0,344.0,0.24342105263157895
44,681.0,461.0,0.2392638036809816
595,681.0,321.0,0.2361111111111111
452,681.0,686.0,0.22448979591836735
897,681.0,1684.0,0.21875
1173,682.0,1868.0,0.2
2451,682.0,2847.0,0.2
4640,682.0,11393.0,0.2
2507,682.0,2619.0,0.1875
3869,682.0,2204.0,0.18181818181818182
432,683.0,355.0,0.14583333333333334
246,683.0,366.0,0.11940298507462686
953,683.0,1116.0,0.0975609756097561
544,683.0,438.0,0.09523809523809523
